round,validator,crypto,behavior,latency,sensor,effective
0,A,98,0,90,97,67
0,B,100,0,44,80,58
0,C,94,49,84,92,78
0,D,100,19,6,100,61
0,A,99,6,97,98,70
0,B,100,6,41,81,60
0,C,95,20,79,93,69
0,D,100,25,9,100,63
0,A,100,12,87,99,71
0,B,100,12,41,82,62
0,C,96,26,76,94,71
0,D,100,0,2,100,55
0,A,100,18,90,100,73
0,B,85,18,42,83,58
0,C,97,0,74,95,64
0,D,100,6,0,100,56
0,A,100,24,89,100,75
0,B,86,24,38,84,59
0,C,98,6,72,96,66
0,D,100,12,0,100,58
0,A,100,30,89,100,77
0,B,87,30,32,85,61
0,C,99,12,63,97,67
0,D,100,18,0,100,60
0,A,100,1,96,100,69
0,B,88,36,38,86,64
0,C,100,18,63,98,69
0,D,100,24,1,100,62
0,A,100,7,94,100,71
0,B,89,42,36,87,66
0,C,100,24,56,99,70
0,D,100,0,0,100,55
0,A,100,13,85,100,71
0,B,90,48,34,88,68
0,C,100,30,51,100,71
0,D,85,0,2,100,49
0,A,100,0,89,100,68
0,B,91,54,43,89,72
0,C,100,36,45,100,72
0,D,86,0,2,100,49
0,A,100,6,89,100,70
0,B,92,60,50,90,75
0,C,100,42,36,100,73
0,D,87,6,1,100,51
0,A,100,12,87,100,71
0,B,93,31,42,91,66
0,C,100,48,39,100,75
0,D,88,12,3,100,54
0,A,100,18,87,100,73
0,B,94,37,41,92,68
0,C,100,54,46,100,78
0,D,89,0,6,100,51
0,A,100,24,85,100,74
0,B,95,8,47,93,61
0,C,100,60,54,100,81
0,D,90,6,9,100,54
0,A,100,0,83,100,67
0,B,96,14,51,94,64
0,C,100,66,59,100,83
0,D,91,12,13,90,55
0,A,100,0,86,100,67
0,B,97,0,43,95,59
0,C,100,37,55,100,74
0,D,92,18,18,91,58
0,A,100,0,81,100,67
0,B,98,6,37,96,60
0,C,100,43,54,100,76
0,D,93,0,19,92,53
0,A,100,6,84,100,69
0,B,99,12,28,97,61
0,C,100,14,63,100,68
0,D,94,0,15,93,53
0,A,100,0,86,100,67
0,B,100,18,24,98,63
0,C,100,20,62,90,68
0,D,95,6,22,94,57
0,A,100,6,85,100,69
0,B,100,24,22,99,65
0,C,100,0,61,91,62
0,D,96,12,17,95,58
0,A,100,12,84,100,71
0,B,100,30,25,100,67
0,C,100,6,66,92,65
0,D,97,18,22,96,61
0,A,100,18,85,100,73
0,B,100,36,28,100,70
0,C,100,12,70,93,68
0,D,98,0,19,97,56
0,A,100,24,84,100,74
0,B,100,42,27,100,71
0,C,100,18,64,94,69
0,D,99,6,20,98,59
0,A,100,30,84,100,76
0,B,100,48,33,100,74
0,C,100,24,67,95,71
0,D,100,12,20,99,61
0,A,100,1,87,100,68
0,B,100,54,30,100,75
0,C,100,30,62,96,72
0,D,100,18,13,100,62
0,A,100,7,88,100,70
0,B,100,60,22,100,76
0,C,100,1,52,86,61
0,D,100,0,17,100,57
0,A,100,13,90,90,70
0,B,100,66,13,100,76
0,C,85,7,52,87,56
0,D,100,6,18,100,59
0,A,100,19,84,91,71
0,B,100,72,18,100,79
0,C,86,13,44,88,58
0,D,100,12,11,100,60
0,A,100,25,79,92,73
0,B,100,43,11,100,69
0,C,87,19,40,89,59
0,D,100,18,20,100,63
0,A,100,31,83,93,75
0,B,100,49,16,100,72
0,C,88,0,40,79,53
0,D,100,24,29,100,66
0,A,100,37,85,83,76
0,B,100,55,15,100,73
0,C,89,0,44,80,54
0,D,100,30,27,100,68
0,A,100,43,88,84,78
0,B,100,61,22,100,76
0,C,90,6,43,81,56
0,D,100,36,27,100,69
0,A,100,14,95,85,71
0,B,100,67,24,100,78
0,C,91,12,39,82,58
0,D,100,7,21,100,60
0,A,100,0,93,86,66
0,B,100,73,23,100,80
0,C,92,18,32,83,59
0,D,100,13,20,100,61
0,A,100,6,89,87,68
0,B,100,44,15,90,68
0,C,93,24,28,84,61
0,D,100,0,18,100,57
0,A,100,0,90,88,66
0,B,100,50,9,91,70
0,C,94,30,19,85,62
0,D,100,6,25,100,60
0,A,100,6,92,89,68
0,B,100,21,12,92,61
0,C,95,36,19,86,64
0,D,100,12,25,100,62
0,A,100,0,87,90,66
0,B,100,0,16,93,56
0,C,96,42,20,87,67
0,D,100,18,24,100,64
0,A,85,6,96,91,63
0,B,100,6,13,94,57
0,C,97,48,19,88,69
0,D,100,0,28,100,59
0,A,86,0,96,92,62
0,B,100,12,6,95,58
0,C,98,19,19,89,61
0,D,100,6,27,100,60
0,A,87,6,95,93,64
0,B,100,18,8,96,61
0,C,99,25,14,90,62
0,D,100,0,26,100,58
0,A,88,12,93,94,66
0,B,100,0,5,97,55
0,C,100,31,17,91,65
0,D,100,0,27,100,59
0,A,89,18,95,95,69
0,B,100,0,5,98,55
0,C,100,37,22,92,68
0,D,100,6,33,100,61
0,A,90,24,95,96,71
0,B,100,6,14,99,58
0,C,100,43,24,82,68
0,D,100,0,32,100,59
0,A,91,30,100,97,74
0,B,100,0,13,100,56
0,C,100,49,27,83,71
0,D,100,6,24,100,60
0,A,92,1,91,98,65
0,B,100,6,11,100,58
0,C,100,55,33,84,74
0,D,100,12,20,100,61
0,A,93,7,90,99,67
0,B,100,0,7,100,56
0,C,100,26,29,85,64
0,D,100,18,17,90,61
0,A,94,13,89,100,69
0,B,100,6,5,100,57
0,C,100,32,27,86,66
0,D,100,24,23,91,64
0,A,95,19,90,100,72
0,B,100,12,8,100,59
0,C,100,38,24,87,68
0,D,100,0,26,92,57
0,A,96,0,92,100,67
0,B,100,18,5,100,61
0,C,100,44,20,88,69
0,D,100,6,33,93,60
0,A,97,0,93,100,67
0,B,100,24,0,100,62
0,C,100,50,22,89,71
0,D,100,12,28,94,61
0,A,98,6,99,100,70
0,B,100,30,3,100,64
0,C,100,56,27,90,74
0,D,85,18,24,95,57
0,A,99,12,92,100,72
0,B,100,36,2,100,66
0,C,100,62,18,91,74
0,D,86,24,26,96,59
0,A,100,18,99,100,75
0,B,100,42,0,100,67
0,C,100,68,26,92,78
0,D,87,30,16,97,60
0,A,100,24,94,100,76
0,B,100,48,4,100,70
0,C,100,74,22,93,79
0,D,88,1,22,98,53
0,A,100,0,91,100,68
0,B,100,19,1,100,60
0,C,100,45,15,83,68
0,D,89,7,21,88,54
0,A,100,6,92,100,70
0,B,100,25,2,100,62
0,C,100,51,18,84,70
0,D,90,13,24,89,56
0,A,100,12,94,100,72
0,B,100,31,6,100,65
0,C,100,57,11,85,71
0,D,91,19,18,90,58
0,A,100,18,91,100,74
0,B,100,37,10,100,67
0,C,100,63,15,86,74
0,D,92,25,20,91,60
0,A,100,0,90,90,67
0,B,100,43,14,100,70
0,C,100,69,14,87,75
0,D,93,31,24,92,63
0,A,100,6,90,91,68
0,B,100,49,15,100,71
0,C,100,75,10,88,77
0,D,94,37,29,93,67
0,A,100,12,95,92,71
0,B,100,55,10,100,73
0,C,100,46,17,89,69
0,D,95,43,23,94,68
0,A,100,0,100,93,68
0,B,100,61,2,100,73
0,C,100,52,18,90,71
0,D,96,14,25,95,60
0,A,100,0,97,94,68
0,B,100,67,6,100,76
0,C,100,58,13,91,73
0,D,97,0,29,96,57
0,A,85,0,100,95,63
0,B,100,38,4,100,67
0,C,100,64,12,92,74
0,D,98,6,28,97,59
0,A,86,6,100,96,65
0,B,100,44,0,100,68
0,C,100,70,12,93,76
0,D,99,12,32,98,62
0,A,87,12,93,97,66
0,B,100,50,2,100,70
0,C,100,76,14,94,79
0,D,100,18,34,99,65
0,A,88,18,92,98,69
0,B,100,56,0,100,71
0,C,100,47,10,95,69
0,D,100,24,37,100,67
0,A,89,24,83,88,68
0,B,100,62,0,100,73
0,C,100,18,7,96,60
0,D,100,30,38,100,69
0,A,90,30,77,89,69
0,B,100,68,0,100,75
0,C,100,24,13,97,63
0,D,100,36,40,100,71
0,A,91,36,78,90,72
0,B,100,74,5,100,77
0,C,100,30,10,98,65
0,D,100,42,45,100,74
0,A,92,42,72,91,73
0,B,100,80,6,100,79
0,C,100,1,9,99,56
0,D,100,48,49,100,76
0,A,93,48,79,92,77
0,B,100,51,7,100,71
0,C,100,7,6,100,58
0,D,100,19,49,100,68
0,A,94,54,79,82,77
0,B,100,22,7,100,62
0,C,100,13,7,100,59
0,D,100,0,51,100,62
0,A,95,25,75,83,69
0,B,100,28,12,100,65
0,C,85,19,5,100,55
0,D,100,0,50,100,62
0,A,96,31,78,84,72
0,B,100,0,12,100,56
0,C,86,0,6,100,50
0,D,100,6,52,100,64
0,A,97,37,72,85,73
0,B,100,0,11,100,56
0,C,87,6,3,100,52
0,D,85,12,60,100,61
0,A,98,8,74,86,65
0,B,100,6,9,100,58
0,C,88,12,5,100,54
0,D,86,18,56,100,63
0,A,99,0,74,87,63
0,B,100,0,8,100,56
0,C,89,18,2,100,56
0,D,87,24,65,100,66
0,A,100,6,73,88,65
0,B,100,6,12,100,58
0,C,90,24,2,100,58
0,D,88,30,57,100,67
0,A,100,12,77,89,68
0,B,100,0,12,100,56
0,C,91,30,0,100,60
0,D,89,36,56,100,69
0,A,100,18,72,90,69
0,B,100,6,11,100,58
0,C,92,36,1,100,62
0,D,90,42,56,100,72
0,A,100,24,63,91,70
0,B,100,0,11,100,56
0,C,93,7,0,100,54
0,D,91,13,57,100,63
0,A,100,30,63,92,72
0,B,100,6,2,100,57
0,C,94,13,0,100,56
0,D,92,19,47,100,64
0,A,100,36,61,93,73
0,B,100,12,3,100,59
0,C,95,19,2,100,59
0,D,93,25,50,100,67
0,A,100,42,59,94,75
0,B,100,18,7,100,61
0,C,96,0,1,100,53
0,D,94,31,55,100,70
0,A,100,48,58,95,77
0,B,100,24,5,100,62
0,C,97,6,5,100,56
0,D,95,37,56,100,72
0,A,100,54,60,96,79
0,B,100,30,0,100,64
0,C,98,12,4,100,58
0,D,96,43,49,100,73
0,A,100,60,66,97,82
0,B,100,36,0,100,65
0,C,99,18,10,100,61
0,D,97,14,52,100,65
0,A,100,31,61,98,73
0,B,100,42,1,100,67
0,C,100,24,12,100,64
0,D,98,0,51,100,61
0,A,100,37,61,88,73
0,B,100,48,3,100,69
0,C,100,0,11,100,56
0,D,99,6,53,100,64
0,A,100,8,57,89,64
0,B,100,54,2,90,70
0,C,100,6,12,100,58
0,D,100,12,51,100,66
0,A,100,14,58,79,64
0,B,100,60,5,91,72
0,C,100,0,16,100,57
0,D,100,18,44,100,67
0,A,100,20,65,80,67
0,B,100,66,9,92,74
0,C,100,6,19,100,59
0,D,100,24,35,100,67
0,A,100,26,68,81,70
0,B,100,72,16,93,77
0,C,100,12,21,100,61
0,D,100,0,31,100,59
0,A,100,32,63,82,71
0,B,100,43,13,94,68
0,C,100,18,28,100,64
0,D,100,6,30,100,61
0,A,100,38,60,83,72
0,B,100,49,8,95,70
0,C,100,0,23,90,56
0,D,100,12,24,100,62
0,A,100,9,62,84,64
0,B,100,55,6,96,71
0,C,100,6,19,91,58
0,D,100,18,21,100,63
0,A,100,0,59,85,61
0,B,100,61,4,97,73
0,C,100,0,14,81,54
0,D,100,24,16,100,64
0,A,100,0,53,86,60
0,B,100,67,10,98,76
0,C,100,6,15,82,56
0,D,100,0,18,100,57
0,A,100,6,54,87,62
0,B,100,73,10,99,78
0,C,100,12,12,72,56
0,D,100,0,24,100,58
0,A,100,12,56,88,65
0,B,100,79,12,100,80
0,C,100,0,14,73,53
0,D,100,6,24,100,60
0,A,100,0,56,89,61
0,B,100,85,6,100,81
0,C,100,6,20,74,55
0,D,100,12,25,100,62
0,A,100,6,65,90,65
0,B,100,91,4,100,82
0,C,100,12,15,75,57
0,D,100,0,22,100,58
0,A,100,12,68,91,67
0,B,100,97,8,100,85
0,C,100,18,14,76,58
0,D,100,0,28,100,59
0,A,100,18,68,92,69
0,B,100,100,8,100,86
0,C,100,0,17,77,54
0,D,100,6,33,100,61
0,A,100,24,71,93,71
0,B,100,100,10,90,85
0,C,85,6,18,78,50
0,D,100,12,31,100,63
0,A,100,30,67,94,73
0,B,100,100,13,91,85
0,C,86,12,18,79,52
0,D,100,18,32,100,65
0,A,100,36,65,95,74
0,B,100,100,14,92,85
0,C,87,18,13,80,54
0,D,100,24,25,100,65
0,A,100,7,61,96,65
0,B,100,100,12,93,85
0,C,88,24,20,81,57
0,D,100,30,25,100,67
0,A,100,13,60,97,67
0,B,100,71,20,94,78
0,C,89,30,21,82,60
0,D,100,36,15,100,68
0,A,100,19,58,98,69
0,B,100,77,21,95,80
0,C,90,36,16,83,61
0,D,100,42,17,100,70
0,A,100,0,61,99,64
0,B,100,83,21,96,82
0,C,91,42,17,84,64
0,D,100,48,15,100,71
0,A,100,0,62,100,64
0,B,100,89,22,97,84
0,C,92,48,19,85,66
0,D,100,54,16,100,73
0,A,100,6,65,100,66
0,B,100,95,23,98,86
0,C,93,54,26,86,70
0,D,100,60,13,100,74
0,A,100,0,73,100,65
0,B,100,66,19,99,77
0,C,94,60,26,87,72
0,D,100,66,14,100,76
0,A,100,0,75,100,66
0,B,100,72,13,100,78
0,C,95,66,20,88,74
0,D,100,72,11,100,78
0,A,100,6,82,100,69
0,B,100,78,16,100,80
0,C,96,37,19,89,65
0,D,100,78,16,100,80
0,A,100,12,78,100,70
0,B,100,49,25,100,73
0,C,97,43,9,90,66
0,D,100,84,21,100,83
0,A,100,18,75,100,71
0,B,100,55,17,90,72
0,C,98,49,12,91,69
0,D,100,90,27,100,86
0,A,100,24,66,100,72
0,B,100,61,14,91,74
0,C,99,55,6,92,70
0,D,100,96,26,100,87
0,A,100,0,61,100,64
0,B,100,32,15,92,65
0,C,100,61,0,93,72
0,D,100,100,20,100,88
0,A,100,6,66,100,66
0,B,100,38,10,93,66
0,C,100,67,8,94,75
0,D,85,71,19,100,73
0,A,100,0,65,100,64
0,B,100,44,10,94,68
0,C,100,73,1,95,76
0,D,86,42,18,100,64
0,A,100,0,63,100,64
0,B,100,50,13,95,71
0,C,100,79,0,96,78
0,D,87,48,25,90,66
0,A,100,0,67,100,65
0,B,100,56,14,96,73
0,C,100,85,9,97,81
0,D,88,54,18,91,67
0,A,100,0,66,100,64
0,B,100,62,10,97,74
0,C,100,91,7,98,83
0,D,89,60,15,92,69
0,A,100,6,70,100,67
0,B,100,68,5,98,75
0,C,100,97,15,99,86
0,D,90,31,18,93,61
0,A,100,12,74,100,69
0,B,100,74,4,99,77
0,C,100,100,6,100,85
0,D,91,37,22,94,64
0,A,100,18,69,100,70
0,B,100,80,0,100,79
0,C,100,100,8,100,86
0,D,92,8,17,95,56
0,A,100,24,61,100,71
0,B,100,86,0,100,80
0,C,100,100,8,100,86
0,D,93,14,22,96,59
0,A,100,30,56,100,72
0,B,100,92,2,100,82
0,C,100,71,10,100,77
0,D,94,20,14,97,60
0,A,100,36,50,100,73
0,B,100,98,4,100,85
0,C,85,77,15,100,74
0,D,95,0,18,98,55
0,A,100,42,45,90,72
0,B,100,100,8,90,84
0,C,86,83,21,100,77
0,D,96,6,8,99,56
0,A,100,48,38,91,73
0,B,100,100,8,91,84
0,C,71,89,24,100,73
0,D,97,12,5,100,58
0,A,100,54,35,92,75
0,B,100,71,7,81,74
0,C,72,95,28,100,76
0,D,98,18,7,100,60
0,A,100,60,30,93,76
0,B,100,42,11,82,66
0,C,73,100,34,100,79
0,D,99,24,6,100,62
0,A,100,66,32,83,77
0,B,100,48,16,83,69
0,C,74,100,37,100,80
0,D,100,30,9,100,65
0,A,100,72,34,84,79
0,B,100,54,17,84,71
0,C,75,100,28,100,79
0,D,100,36,6,90,65
0,A,100,78,37,85,81
0,B,100,60,17,85,73
0,C,76,100,31,100,80
0,D,100,7,3,91,56
0,A,100,84,37,86,83
0,B,100,66,10,86,74
0,C,77,71,34,100,72
0,D,100,13,3,92,58
0,A,100,90,36,87,85
0,B,100,72,12,87,76
0,C,78,77,38,100,75
0,D,100,19,3,93,60
0,A,100,61,34,88,76
0,B,100,78,13,88,78
0,C,79,83,35,100,76
0,D,100,25,0,94,61
0,A,100,32,35,89,68
0,B,100,84,12,89,80
0,C,80,54,37,100,68
0,D,100,0,0,95,54
0,A,100,38,41,90,71
0,B,100,90,9,90,81
0,C,81,60,31,100,70
0,D,100,6,0,96,56
0,A,100,44,42,91,73
0,B,100,61,12,91,73
0,C,82,66,30,100,72
0,D,100,0,8,97,55
0,A,100,50,40,92,74
0,B,100,67,17,92,76
0,C,83,37,30,100,63
0,D,100,6,8,98,57
0,A,100,21,39,93,66
0,B,100,73,16,93,78
0,C,84,8,31,100,55
0,D,100,0,4,99,55
0,A,100,27,39,94,68
0,B,100,79,17,94,80
0,C,85,14,28,100,57
0,D,100,6,1,100,56
0,A,100,33,32,95,68
0,B,100,50,19,95,72
0,C,86,20,33,100,60
0,D,100,12,0,100,58
0,A,100,39,32,96,70
0,B,100,56,12,96,73
0,C,87,0,40,100,55
0,D,100,18,2,100,60
0,A,100,10,29,97,61
0,B,100,62,20,97,76
0,C,88,6,38,100,57
0,D,100,0,0,100,55
0,A,100,16,23,98,62
0,B,100,68,18,98,77
0,C,89,12,38,100,59
0,D,100,6,0,100,56
0,A,100,22,23,99,64
0,B,100,74,19,99,79
0,C,90,18,30,100,60
0,D,100,12,4,100,59
0,A,100,28,25,100,67
0,B,100,80,16,100,81
0,C,91,24,29,100,62
0,D,100,0,5,100,55
0,A,100,34,31,100,69
0,B,100,86,15,100,83
0,C,92,30,27,100,64
0,D,100,6,6,100,57
0,A,100,40,39,100,72
0,B,100,57,12,100,73
0,C,93,36,29,100,67
0,D,100,0,3,100,55
0,A,100,46,36,100,74
0,B,100,63,5,100,74
0,C,94,7,27,100,58
0,D,100,6,0,90,55
0,A,100,52,37,100,76
0,B,100,69,3,90,74
0,C,95,13,25,100,60
0,D,100,12,0,91,57
0,A,100,23,33,100,66
0,B,100,75,10,91,77
0,C,96,0,25,100,57
0,D,100,18,3,92,59
0,A,100,29,39,100,69
0,B,100,46,15,92,69
0,C,97,0,24,100,57
0,D,100,24,0,93,61
0,A,100,35,38,100,71
0,B,100,52,17,93,72
0,C,98,6,17,100,58
0,D,100,30,0,94,63
0,A,100,41,28,100,71
0,B,100,58,17,94,74
0,C,99,0,10,100,56
0,D,100,36,0,95,65
0,A,100,12,31,100,63
0,B,100,64,24,95,77
0,C,100,0,1,100,55
0,D,100,7,0,96,56
0,A,100,18,38,90,64
0,B,100,70,28,96,79
0,C,100,6,2,100,57
0,D,100,0,0,97,54
0,A,100,24,41,91,67
0,B,85,76,31,97,76
0,C,100,0,4,100,55
0,D,85,6,0,98,50
0,A,100,30,34,92,67
0,B,86,82,30,98,78
0,C,100,6,2,100,57
0,D,86,12,2,99,53
0,A,100,36,30,93,69
0,B,87,88,34,99,81
0,C,100,0,4,100,55
0,D,87,0,0,100,49
0,A,100,7,29,94,60
0,B,88,94,31,100,83
0,C,100,6,7,100,57
0,D,88,6,1,100,52
0,A,100,13,29,95,62
0,B,89,100,29,90,83
0,C,85,12,8,100,53
0,D,89,12,0,100,54
0,A,100,0,34,96,59
0,B,90,71,28,91,75
0,C,86,18,9,100,56
0,D,90,18,3,100,56
0,A,100,6,35,86,59
0,B,91,77,23,92,76
0,C,87,24,1,100,57
0,D,91,24,0,100,58
0,A,100,12,33,87,61
0,B,92,83,21,93,78
0,C,88,30,0,100,59
0,D,92,0,3,100,52
0,A,100,18,28,88,62
0,B,93,89,18,94,80
0,C,73,36,3,100,55
0,D,93,6,0,100,54
0,A,100,24,28,89,64
0,B,94,95,13,95,82
0,C,74,7,1,90,45
0,D,94,12,0,100,56
0,A,100,30,33,90,67
0,B,95,100,8,96,83
0,C,75,13,0,91,47
0,D,95,18,0,100,58
0,A,100,36,33,91,69
0,B,96,71,3,97,74
0,C,76,19,0,92,49
0,D,96,24,0,100,60
0,A,100,42,37,81,70
0,B,97,42,1,98,66
0,C,77,0,3,93,45
0,D,97,30,5,100,63
0,A,100,48,41,82,72
0,B,98,13,0,99,57
0,C,78,0,4,94,45
0,D,98,36,5,100,65
0,A,100,19,40,83,64
0,B,99,19,0,89,58
0,C,79,6,9,95,49
0,D,99,42,0,100,67
0,A,100,0,34,84,57
0,B,100,25,0,90,61
0,C,80,0,0,96,46
0,D,100,48,6,100,70
0,A,100,0,32,85,57
0,B,85,31,0,91,56
0,C,81,6,1,97,48
0,D,100,54,0,100,71
0,A,100,6,24,86,58
0,B,86,37,3,92,59
0,C,82,12,6,98,52
0,D,100,25,0,100,62
0,A,100,12,24,87,60
0,B,87,43,0,93,61
0,C,83,18,7,99,54
0,D,100,31,5,100,65
0,A,100,0,20,88,56
0,B,88,49,7,94,65
0,C,84,24,1,100,55
0,D,100,37,5,100,66
0,A,100,0,15,89,55
0,B,89,20,7,95,56
0,C,85,0,2,100,49
0,D,100,8,1,100,57
0,A,100,6,13,90,57
0,B,90,26,4,96,58
0,C,86,6,4,100,51
0,D,100,14,0,100,59
0,A,100,12,12,91,59
0,B,91,32,6,86,59
0,C,87,12,4,100,54
0,D,100,20,6,100,61
0,A,100,0,7,92,54
0,B,92,38,7,87,62
0,C,88,18,7,100,56
0,D,100,0,4,100,55
0,A,100,6,6,93,56
0,B,93,9,0,88,53
0,C,89,24,1,100,57
0,D,100,6,10,100,58
0,A,100,12,8,94,58
0,B,94,15,8,89,56
0,C,90,30,1,100,60
0,D,100,12,10,100,60
0,A,100,0,9,95,55
0,B,95,21,7,90,58
0,C,91,1,0,100,51
0,D,100,0,10,100,56
0,A,100,6,6,96,57
0,B,96,27,11,91,61
0,C,92,7,0,100,53
0,D,100,6,7,100,57
0,A,100,0,11,97,56
0,B,97,33,16,92,64
0,C,93,13,0,100,56
0,D,100,12,4,100,59
0,A,100,0,15,98,56
0,B,82,4,18,93,50
0,C,94,19,0,100,58
0,D,100,0,4,100,55
0,A,100,6,12,99,58
0,B,83,10,18,94,53
0,C,95,25,0,100,60
0,D,100,6,4,100,57
0,A,100,12,13,100,60
0,B,84,16,15,95,54
0,C,96,31,9,100,64
0,D,100,12,11,100,60
0,A,100,18,8,90,60
0,B,85,0,21,96,51
0,C,97,37,3,100,65
0,D,100,18,17,100,62
0,A,100,24,0,91,60
0,B,86,0,16,97,51
0,C,98,8,7,100,57
0,D,100,0,15,100,57
0,A,100,30,0,92,62
0,B,87,6,20,98,54
0,C,99,14,11,100,60
0,D,100,6,14,100,58
0,A,100,36,0,93,64
0,B,88,12,22,99,56
0,C,100,0,15,100,57
0,D,100,12,8,100,59
0,A,100,42,0,94,66
0,B,89,0,19,100,53
0,C,100,6,13,100,58
0,D,100,18,11,100,62
0,A,100,48,3,95,69
0,B,90,0,23,100,54
0,C,100,12,12,100,60
0,D,100,24,10,100,63
0,A,100,54,2,96,70
0,B,91,0,19,100,54
0,C,100,18,11,100,62
0,D,100,30,6,100,64
0,A,100,25,3,97,62
0,B,92,6,18,100,56
0,C,85,24,10,100,57
0,D,100,36,9,100,67
0,A,100,31,8,98,65
0,B,93,12,19,100,58
0,C,86,30,3,100,58
0,D,100,42,11,100,69
0,A,100,37,12,88,66
0,B,94,18,13,100,59
0,C,87,36,3,90,59
0,D,100,48,6,100,70
0,A,100,43,10,89,67
0,B,95,24,11,100,61
0,C,88,42,1,91,61
0,D,100,19,0,100,60
0,A,100,49,3,90,68
0,B,96,30,12,100,64
0,C,89,48,6,92,64
0,D,100,25,2,100,62
0,A,100,20,8,91,60
0,B,97,36,14,100,66
0,C,90,54,8,93,67
0,D,100,0,0,90,53
0,A,100,26,7,92,62
0,B,98,7,7,100,57
0,C,91,25,10,94,59
0,D,100,0,0,91,53
0,A,85,0,15,93,50
0,B,99,0,1,100,54
0,C,92,31,6,95,61
0,D,100,0,5,81,52
0,A,70,6,13,94,45
0,B,100,6,0,100,56
0,C,93,2,0,96,52
0,D,100,6,14,82,56
0,A,71,12,15,84,46
0,B,100,12,2,100,58
0,C,94,8,0,97,54
0,D,100,0,4,83,53
0,A,72,0,11,85,43
0,B,100,0,1,100,55
0,C,95,14,0,98,56
0,D,100,6,5,84,55
0,A,73,6,6,86,44
0,B,100,6,1,100,56
0,C,96,0,3,99,53
0,D,100,12,0,85,56
0,A,74,12,14,87,48
0,B,100,12,4,100,59
0,C,97,0,0,100,53
0,D,100,18,0,86,58
0,A,75,18,10,88,50
0,B,100,18,4,100,61
0,C,98,6,2,100,56
0,D,100,0,0,87,53
0,A,76,24,12,89,52
0,B,85,24,3,100,56
0,C,99,0,5,100,55
0,D,100,6,1,77,53
0,A,77,30,11,90,54
0,B,86,30,8,100,59
0,C,100,6,6,100,57
0,D,100,12,0,78,55
0,A,78,1,9,91,46
0,B,87,1,3,100,50
0,C,100,0,10,100,56
0,D,100,18,0,79,57
0,A,79,7,0,92,47
0,B,88,7,0,100,52
0,C,100,0,7,100,56
0,D,100,0,0,80,52
0,A,80,13,0,93,49
0,B,89,13,4,100,55
0,C,100,6,5,100,57
0,D,100,6,5,81,54
0,A,81,19,0,94,52
0,B,90,19,8,100,57
0,C,100,0,1,100,55
0,D,100,0,0,82,52
0,A,82,25,4,95,55
0,B,91,25,7,100,59
0,C,100,6,0,100,56
0,D,100,6,0,83,54
0,A,83,31,0,96,56
0,B,92,31,12,100,62
0,C,100,12,0,100,58
0,D,100,12,4,84,56
0,A,84,2,0,97,48
0,B,93,2,12,100,54
0,C,100,18,0,100,60
0,D,100,18,0,85,58
0,A,85,0,5,98,49
0,B,94,8,18,100,57
0,C,100,0,0,100,55
0,D,100,0,4,86,53
0,A,86,0,2,99,49
0,B,95,0,23,100,56
0,C,100,0,5,100,55
0,D,100,6,2,87,55
0,A,87,6,0,100,51
0,B,96,6,16,90,56
0,C,100,0,2,100,55
0,D,100,12,8,88,58
0,A,88,12,0,100,53
0,B,97,0,14,91,54
0,C,100,6,0,100,56
0,D,100,18,7,89,59
0,A,73,0,1,100,44
0,B,98,0,9,92,54
0,C,100,12,0,100,58
0,D,100,24,2,90,61
0,A,58,6,6,100,40
0,B,99,6,11,93,57
0,C,100,18,0,100,60
0,D,100,30,3,91,63
0,A,59,12,4,100,42
0,B,100,0,1,94,54
0,C,100,24,3,100,62
0,D,100,36,0,92,64
0,A,60,0,6,100,39
0,B,100,6,5,95,56
0,C,100,30,5,100,64
0,D,100,42,0,93,66
0,A,61,6,4,100,41
0,B,100,12,3,96,58
0,C,100,36,7,100,66
0,D,100,48,0,94,68
0,A,62,12,6,100,44
0,B,100,18,7,97,61
0,C,100,42,11,100,69
0,D,100,54,4,95,71
0,A,63,0,8,100,41
0,B,100,0,13,98,56
0,C,100,13,9,100,60
0,D,100,60,4,96,73
0,A,64,6,13,90,42
0,B,100,6,13,99,58
0,C,100,19,8,100,61
0,D,100,31,0,97,63
0,A,65,12,9,91,44
0,B,100,0,3,100,55
0,C,100,25,10,100,64
0,D,100,2,0,98,55
0,A,66,0,9,92,41
0,B,100,6,8,100,58
0,C,100,31,7,100,65
0,D,100,0,2,99,55
0,A,67,0,9,93,42
0,B,100,12,12,100,60
0,C,100,37,10,100,67
0,D,100,6,5,100,57
0,A,68,6,10,94,44
0,B,100,18,9,100,61
0,C,100,43,14,100,70
0,D,100,12,3,100,59
0,A,69,0,18,95,44
0,B,100,0,9,100,56
0,C,100,14,19,100,62
0,D,100,18,4,100,61
0,A,54,0,15,96,38
0,B,100,6,7,100,57
0,C,100,0,17,100,57
0,D,100,24,9,100,63
0,A,55,6,5,97,39
0,B,100,12,9,100,59
0,C,100,6,14,100,58
0,D,100,30,0,100,64
0,A,56,0,8,98,38
0,B,100,18,0,100,60
0,C,100,12,17,100,61
0,D,100,1,0,100,55
0,A,57,6,6,99,40
0,B,100,0,0,100,55
0,C,100,18,23,100,63
0,D,100,7,0,100,57
0,A,58,0,6,100,39
0,B,100,0,3,100,55
0,C,100,24,22,100,65
0,D,100,13,0,100,58
0,A,59,6,4,100,41
0,B,100,0,0,100,55
